,price_doc
8740,990000
8741,12854856
8742,7100000
8743,4800000
8744,11488391
8745,4955186
8746,12200000
8747,7700000
8748,4513410
8749,4186080
8750,3500000
8751,12332970
8752,6200000
8753,4066326
8754,4900000
8755,12850000
8756,9800000
8757,4714006
8758,5800000
8759,7600000
8760,6150000
8761,14500000
8762,6150000
8763,5500000
8764,3979800
8765,6656137
8766,5900000
8767,4125000
8768,6970000
8769,6300000
8770,11400000
8771,6700000
8772,5550000
8773,5200000
8774,9900000
8775,6934500
8776,9000000
8777,3339842
8778,11280240
8779,12000000
8780,13300000
8781,11365774
8782,4481248
8783,5800000
8784,6200000
8785,8339376
8786,4757244
8787,6000000
8788,3845468
8789,2105000
8790,3000000
8791,4092266
8792,1000000
8793,8050000
8794,9150000
8795,10300000
8796,5680000
8797,7050000
8798,5750000
8799,5252520
8800,9900000
8801,7195850
8802,9300000
8803,4768335
8804,8650000
8805,4963218
8806,9800000
8807,4112800
8808,1000000
8809,1100000
8810,4565790
8811,7650000
8812,5100000
8813,8300000
8814,12000000
8815,4780000
8816,990000
8817,4224330
8818,16000000
8819,8830000
8820,22642734
8821,6200000
8822,12500000
8823,32637000
8824,5750000
8825,10000000
8826,28000000
8827,13200000
8828,4112800
8829,7700000
8830,3478200
8831,13250000
8832,12674600
8833,10101000
8834,5616688
8835,10400000
8836,8700000
8837,1000000
8838,6064634
8839,8500000
8840,4616521
8841,6477010
8842,5718266
8843,7000000
8844,1000000
8845,4837017
8846,5500000
8847,6900000
8848,11903597
8849,5644042
8850,10365037
8851,5700000
8852,3880794
8853,4200000
8854,4591398
8855,11900000
8856,5930866
8857,11700000
8858,4550100
8859,4151600
8860,5900000
8861,8100000
8862,5007939
8863,5300000
8864,5600000
8865,5500000
8866,6000000
8867,7500000
8868,6296120
8869,2000000
8870,10700000
8871,6516400
8872,5252520
8873,9600000
8874,5605775
8875,4800000
8876,5900000
8877,5200000
8878,6085035
8879,4147320
8880,5741190
8881,10209115
8882,11740000
8883,8500000
8884,4023390
8885,6300000
8886,2000000
8887,4766726
8888,10122107
8889,7000000
8890,9750000
8891,4200000
8892,2956800
8893,4400000
8894,6800000
8895,22300000
8896,6300000
8897,3000000
8898,5065049
8899,9800000
8900,4380191
8901,1000000
8902,5586300
8903,6300000
8904,7095200
8905,6827489
8906,17500000
8907,13250000
8908,4700000
8909,10150000
8910,8600000
8911,5400000
8912,3850000
8913,3473000
8914,2000000
8915,6135997
8916,13700000
8917,4700000
8918,8000000
8919,8792000
8920,7525000
8921,37300000
8922,6000000
8923,2000000
8924,4147320
8925,6500000
8926,10500000
8927,7200000
8928,5121988
8929,19100000
8930,5952000
8931,7300000
8932,3410402
8933,22800000
8934,4219000
8935,3663900
8936,7250000
8937,6150000
8938,12891120
8939,5600000
8940,6000000
8941,3703716
8942,4072431
8943,6626250
8944,7200000
8945,6350000
8946,4360500
8947,6300000
8948,6900000
8949,8287230
8950,4100000
8951,5750000
8952,8850000
8953,2000000
8954,28525362
8955,5350326
8956,5750000
8957,4101416
8958,6000000
8959,2358750
8960,17000000
8961,3320000
8962,4600000
8963,5866250
8964,6128460
8965,6900000
8966,7000000
8967,6098000
8968,7200000
8969,5235870
8970,7450000
8971,6500000
8972,6200000
8973,7004333
8974,1000000
8975,4500000
8976,6600000
8977,3000000
8978,8600000
8979,8900000
8980,5800000
8981,5800000
8982,6000000
8983,7242700
8984,8500000
8985,5450000
8986,21400000
8987,4411384
8988,1000000
8989,8000000
8990,4996061
8991,1000000
8992,4700000
8993,10500000
8994,6500000
8995,5000000
8996,5454872
8997,5907300
8998,7387303
8999,5950000
9000,2000000
9001,6600000
9002,9000000
9003,4060800
9004,6000000
9005,3473000
9006,4550000
9007,6500000
9008,6750000
9009,6304522
9010,9500000
9011,2000000
9012,7200000
9013,4200000
9014,10200000
9015,6000000
9016,6500000
9017,10350000
9018,5200000
9019,8800000
9020,4463261
9021,3650692
9022,8700000
9023,4092266
9024,5400000
9025,9150000
9026,5900000
9027,4700000
9028,10000000
9029,11142352
9030,6600000
9031,10933000
9032,8318325
9033,8200000
9034,3900000
9035,5637752
9036,9300000
9037,8800000
9038,10200000
9039,5966400
9040,3738075
9041,5600000
9042,3798487
9043,6900000
9044,4855000
9045,5654479
9046,6864000
9047,1100000
9048,8600000
9049,5400000
9050,4823664
9051,4389250
9052,10792192
9053,2000000
9054,3984760
9055,7400000
9056,8548697
9057,5262003
9058,5600000
9059,17400000
9060,5000000
9061,6105401
9062,1000000
9063,4498010
9064,8480000
9065,6870000
9066,6500000
9067,5350000
9068,7011550
9069,7975000
9070,4700000
9071,3838211
9072,10000000
9073,5800000
9074,8000000
9075,6250000
9076,6683688
9077,2850000
9078,4428053
9079,1000000
9080,6424726
9081,4653648
9082,6550000
9083,3196725
9084,21836162
9085,4060800
9086,4151600
9087,1400000
9088,4666680
9089,4757245
9090,6905624
9091,4000000
9092,1000000
9093,5350326
9094,5942680
9095,6915935
9096,4893044
9097,5181546
9098,2450305
9099,24176990
9100,5897600
9101,6100000
9102,5185000
9103,6700000
9104,3831500
9105,2000000
9106,2081783
9107,6800000
9108,6683688
9109,3400000
9110,11500000
9111,5650000
9112,9500000
9113,10165000
9114,1000000
9115,5639366
9116,5583104
9117,6300000
9118,7100000
9119,6450000
9120,3196725
9121,6900000
9122,2401250
9123,6650000
9124,7000000
9125,14726000
9126,16100000
9127,2500000
9128,26000000
9129,3754870
9130,8189605
9131,2000000
9132,5252520
9133,1100000
9134,5700000
9135,18495140
9136,6288681
9137,7600000
9138,4650000
9139,6000000
9140,4500000
9141,6655607
9142,6000000
9143,6980000
9144,5800000
9145,11993680
9146,7500000
9147,6760512
9148,6000000
9149,9880000
9150,1000000
9151,6900000
9152,7200000
9153,5950000
9154,4160325
9155,5800000
9156,5000000
9157,5250000
9158,1000000
9159,6500000
9160,14600000
9161,24435000
9162,6800000
9163,5089317
9164,3555244
9165,5200000
9166,4563559
9167,2000000
9168,4757244
9169,11900000
9170,10500000
9171,6100000
9172,5600000
9173,5350326
9174,6500000
9175,7950000
9176,5591613
9177,6300000
9178,5900000
9179,5123831
9180,1000000
9181,3800000
9182,14537000
9183,2000000
9184,5300000
9185,8000000
9186,5790000
9187,5700000
9188,8300000
9189,5897600
9190,7250000
9191,4616521
9192,3613472
9193,6650000
9194,5300000
9195,11473290
9196,7000000
9197,5534820
9198,5650000
9199,14500000
9200,4263600
9201,13500000
9202,990000
9203,2435073
9204,4300000
9205,7600000
9206,10000000
9207,3100517
9208,6300000
9209,8362851
9210,3700000
9211,6250000
9212,2000000
9213,6350000
9214,4040700
9215,3663900
9216,4528745
9217,5671590
9218,2387884
9219,6600000
9220,7900000
9221,260000
9222,9800000
9223,9700000
9224,8250000
9225,7400000
9226,5000000
9227,5673344
9228,4014740
9229,11600000
9230,5470000
9231,5500070
9232,6700000
9233,30000000
9234,6800000
9235,6198300
9236,4768714
9237,5600000
9238,8200000
9239,3753228
9240,4563559
9241,9850000
9242,4179000
9243,2300000
9244,12650000
9245,1000000
9246,3978222
9247,11000000
9248,4023200
9249,11123494
9250,14000000
9251,3420496
9252,4700000
9253,6000000
9254,5200000
9255,4300000
9256,13750000
9257,4309670
9258,5181546
9259,8300000
9260,4263600
9261,3188127
9262,3391500
9263,4456552
9264,11200000
9265,13400000
9266,6500000
9267,2000000
9268,11600000
9269,7800000
9270,5650000
9271,3000000
9272,6565948
9273,6283369
9274,4724705
9275,8000000
9276,12952360
9277,7111700
9278,7043548
9279,8400000
9280,5632080
9281,6268100
9282,12200000
9283,1560000
9284,14500000
9285,2000000
9286,4263600
9287,3196725
9288,7200000
9289,4768714
9290,8600000
9291,6900000
9292,5403870
9293,12000000
9294,8200000
9295,5480000
9296,5950000
9297,7100000
9298,5700000
9299,6400000
9300,2456622
9301,4151600
9302,13200000
9303,2000000
9304,4000000
9305,10300004
9306,3995915
9307,6800000
9308,5900000
9309,7877617
9310,10200000
9311,6864000
9312,8277320
9313,11300000
9314,3995915
9315,3000000
9316,11200000
9317,4971638
9318,10200000
9319,3329694
9320,8835000
9321,5000000
9322,5579521
9323,5085063
9324,7350000
9325,12900000
9326,5400000
9327,5300000
9328,5950000
9329,6500000
9330,7450000
9331,6382600
9332,5500000
9333,4500000
9334,9000000
9335,8200000
9336,5900000
9337,12000000
9338,11798773
9339,2501660
9340,6300000
9341,7720812
9342,6400000
9343,5454872
9344,4107201
9345,4550208
9346,7300000
9347,4686797
9348,4903173
9349,6000000
9350,7880000
9351,15400000
9352,9550000
9353,7400000
9354,11602227
9355,4800000
9356,6760512
9357,5000000
9358,8500000
9359,2630000
9360,7032280
9361,14000000
9362,4702763
9363,5939304
9364,1000000
9365,5900000
9366,4768714
9367,8600000
9368,5360220
9369,4042000
9370,3320000
9371,7100000
9372,3509000
9373,3509000
9374,4000000
9375,5550000
9376,8150000
9377,6700000
9378,3831500
9379,11200000
9380,5391556
9381,3482688
9382,13179660
9383,2427634
9384,6035095
9385,3449191
9386,5900000
9387,18000000
9388,5959900
9389,3176250
9390,4903200
9391,7290000
9392,14100000
9393,3170452
9394,15150000
9395,5600000
9396,4714006
9397,3509000
9398,5800000
9399,3984760
9400,5692640
9401,2500000
9402,5695872
9403,6500000
9404,7200000
9405,3190980
9406,6112000
9407,9388626
9408,4775000
9409,4328140
9410,7165650
9411,5803962
9412,2473800
9413,5600000
9414,5888740
9415,4321730
9416,6300000
9417,6324885
9418,5400000
9419,20016708
9420,4200000
9421,7242700
9422,6720104
9423,5647680
9424,5894876
9425,3911258
9426,14420000
9427,6600000
9428,6760512
9429,13800000
9430,2520630
9431,7332000
9432,6198300
9433,6300000
9434,6300000
9435,7002000
9436,5342191
9437,11460000
9438,12891120
9439,5450000
9440,8200000
9441,5626933
9442,5005000
9443,6914160
9444,19900000
9445,4768714
9446,15151977
9447,5795944
9448,6000000
9449,6700000
9450,13300000
9451,5753200
9452,11182837
9453,1100000
9454,4388000
9455,5534820
9456,10500000
9457,3000000
9458,4147320
9459,5360220
9460,4230000
9461,6450000
9462,1000000
9463,1000000
9464,3995915
9465,4087418
9466,6925550
9467,5825000
9468,8000000
9469,5638912
9470,3410402
9471,5874800
9472,4768714
9473,5400000
9474,6100000
9475,4311610
9476,6304515
9477,5712832
9478,6900000
9479,4458350
9480,11900000
9481,4790870
9482,3000000
9483,4800000
9484,11640257
9485,8900000
9486,5571520
9487,5286259
9488,6350000
9489,15500000
9490,14650000
9491,5200000
9492,5692640
9493,6500000
9494,1200000
9495,11864400
9496,3046392
9497,4050000
9498,6285000
9499,5000000
9500,11800000
9501,4088070
9502,2397611
9503,4161720
9504,7004697
9505,5795944
9506,7822560
9507,8050000
9508,4904827
9509,4971638
9510,8281414
9511,6206525
9512,9000000
9513,4768714
9514,3797986
9515,3133900
9516,5691911
9517,23435324
9518,13969550
9519,4799259
9520,17000000
9521,2000000
9522,5900000
9523,12500000
9524,3410402
9525,12700000
9526,5639366
9527,9000000
9528,2674649
9529,17000000
9530,3926987
9531,5813760
9532,6462324
9533,5200000
9534,5654834
9535,8700000
9536,7500000
9537,11676062
9538,10800000
9539,5534820
9540,6750000
9541,13600000
9542,4471700
9543,6628786
9544,5337320
9545,2784410
9546,5500000
9547,6200000
9548,6580000
9549,11385310
9550,6000000
9551,6650000
9552,15100000
9553,5700000
9554,5570000
9555,3000000
9556,40000000
9557,1000000
9558,6500000
9559,7750000
9560,10340000
9561,3831500
9562,6800000
9563,6697656
9564,25829890
9565,5457532
9566,13500000
9567,3700000
9568,5772735
9569,3000000
9570,3984760
9571,3797986
9572,6450000
9573,6600000
9574,6900000
9575,12000000
9576,4300000
9577,6000000
9578,1200000
9579,4859400
9580,4100000
9581,5550000
9582,8400000
9583,8500000
9584,7800000
9585,7759030
9586,11800000
9587,7750000
9588,5457285
9589,11254500
9590,6967250
9591,5200000
9592,2000000
9593,7400000
9594,6650000
9595,8400000
9596,7621590
9597,9000000
9598,6200000
9599,5692640
9600,17500000
9601,8850000
9602,3000000
9603,10500000
9604,8000000
9605,3700000
9606,8300000
9607,3369685
9608,6144600
9609,22033504
9610,12500000
9611,6300000
9612,6400000
9613,5750000
9614,3831500
9615,5500000
9616,4074959
9617,4940760
9618,10400000
9619,8200000
9620,5415070
9621,5870000
9622,5500000
9623,4565500
9624,4500000
9625,6021760
9626,6500000
9627,5200000
9628,3700000
9629,5842989
9630,16013367
9631,5180390
9632,12900000
9633,8197480
9634,4800000
9635,4900000
9636,1000000
9637,6600000
9638,8839200
9639,6350000
9640,5579521
9641,4528745
9642,5678100
9643,7200000
9644,8700000
9645,4971638
9646,12031350
9647,3752736
9648,11734502
9649,6469275
9650,5389227
9651,7349000
9652,5073100
9653,3176250
9654,4559000
9655,6790000
9656,2000000
9657,3984760
9658,3546400
9659,8900000
9660,5235870
9661,4599140
9662,6304515
9663,7881483
9664,3984760
9665,5225293
9666,5073100
9667,4714006
9668,8500000
9669,7074000
9670,6900000
9671,6120179
9672,1000000
9673,2000000
9674,6768600
9675,7050075
9676,5818280
9677,4074000
9678,16000000
9679,4722360
9680,5074720
9681,6400836
9682,7350000
9683,6700000
9684,5073100
9685,5350914
9686,6000000
9687,5764128
9688,6300400
9689,4686797
9690,16737531
9691,7500000
9692,5200000
9693,8200000
9694,3000000
9695,3820530
9696,7750000
9697,10750000
9698,12632700
9699,5571000
9700,5402275
9701,3000000
9702,4092266
9703,1000000
9704,5753200
9705,3218600
9706,2000000
9707,3369685
9708,12000000
9709,11600000
9710,4450000
9711,6400000
9712,3102652
9713,6200000
9714,4919090
9715,4700000
9716,5073100
9717,6056000
9718,6800000
9719,7050075
9720,4200000
9721,7600000
9722,2000000
9723,11000000
9724,13718760
9725,6500000
9726,34500000
9727,3502000
9728,6900000
9729,16150000
9730,12300000
9731,6050000
9732,5250000
9733,3984760
9734,4061390
9735,8600000
9736,8269489
9737,3000000
9738,6415128
9739,3914144
9740,17500000
9741,3978222
9742,6127296
9743,7100000
9744,3121266
9745,3984760
9746,1000000
9747,12000000
9748,6000000
9749,7400000
9750,3984760
9751,1230000
9752,7500000
9753,9800000
9754,5150000
9755,25500068
9756,2000000
9757,6800000
9758,3752736
9759,2000000
9760,5057880
9761,8450000
9762,8450000
9763,5750000
9764,15696466
9765,7000000
9766,11300000
9767,8900000
9768,5534820
9769,3422309
9770,5009615
9771,4900000
9772,6050000
9773,4971638
9774,5200000
9775,6050000
9776,6687165
9777,2000000
9778,5600000
9779,16000000
9780,6518400
9781,6200000
9782,6080000
9783,8100000
9784,3483200
9785,7900000
9786,8600000
9787,11200000
9788,2000000
9789,4462000
9790,4646070
9791,6200000
9792,3738075
9793,8950000
9794,4500000
9795,10250000
9796,11000000
9797,9300000
9798,5835520
9799,6695198
9800,11200000
9801,10500000
9802,4945000
9803,3410402
9804,12000000
9805,8300000
9806,5057880
9807,9150000
9808,7161559
9809,4061390
9810,7580000
9811,3540888
9812,3981590
9813,5726378
9814,6300000
9815,8000000
9816,6250000
9817,16800000
9818,9359115
9819,3430952
9820,11550000
9821,5571000
9822,5874320
9823,7650586
9824,5500000
9825,4740002
9826,7500000
9827,5100000
9828,3425436
9829,2400600
9830,2000000
9831,6400000
9832,11864000
9833,4428053
9834,5200000
9835,5580410
9836,13800000
9837,4800000
9838,7400000
9839,4914602
9840,3390557
9841,2000000
9842,1000000
9843,5900000
9844,4061390
9845,2000000
9846,5350326
9847,6934500
9848,5598452
9849,1000000
9850,6500000
9851,5850000
9852,9870080
9853,7400000
9854,5050000
9855,12382187
9856,4644850
9857,6290000
9858,4317560
9859,6500000
9860,5500000
9861,4914602
9862,4500000
9863,6416842
9864,5437343
9865,6900000
9866,5580000
9867,5460432
9868,3806040
9869,3624600
9870,2000000
9871,15250000
9872,5000000
9873,8600000
9874,7800000
9875,7067808
9876,6326005
9877,6250000
9878,2000000
9879,1000000
9880,4065000
9881,5100153
9882,4200000
9883,8122734
9884,4600000
9885,7000000
9886,6100000
9887,4214969
9888,3984760
9889,5813500
9890,9300000
9891,5324115
9892,5844040
9893,4064999
9894,1000000
9895,5400000
9896,7067808
9897,5780812
9898,5489872
9899,14500000
9900,4528745
9901,3094476
9902,5300000
9903,12934767
9904,7950000
9905,6200000
9906,4646070
9907,5800000
9908,1000000
9909,4777500
9910,7257928
9911,1400000
9912,3971040
9913,7500000
9914,9500000
9915,6500000
9916,7025000
9917,5934880
9918,7988961
9919,7488400
9920,3772837
9921,4900000
9922,3875850
9923,990000
9924,3000000
9925,5885358
9926,6800000
9927,5014900
9928,8196733
9929,5903808
9930,18000000
9931,1000000
9932,2000000
9933,4992414
9934,11650000
9935,7165650
9936,11236200
9937,5903808
9938,7100000
9939,7000000
9940,6900000
9941,12876394
9942,7500000
9943,6900000
9944,6400000
9945,3875500
9946,1000000
9947,4061390
9948,5500000
9949,4033260
9950,7400000
9951,8300000
9952,7067808
9953,9500000
9954,12900000
9955,4462000
9956,7221456
9957,3931620
9958,5057881
9959,5100000
9960,4950000
9961,4599140
9962,6113085
9963,6488640
9964,5500000
9965,9600000
9966,11600000
9967,4156271
9968,5500000
9969,4777500
9970,8200000
9971,6407228
9972,3482688
9973,6200000
9974,7150000
9975,4100000
9976,8500000
9977,3984760
9978,19500000
9979,6518400
9980,10340000
9981,4166700
9982,4462000
9983,8470000
9984,6700000
9985,3092752
9986,7067808
9987,4074000
9988,6400000
9989,3422309
9990,3691500
9991,4372487
9992,5903808
9993,5150000
9994,8700000
9995,7221456
9996,5450000
9997,1500000
9998,6304000
9999,12500000
10000,2400600
10001,6051400
10002,5625700
10003,5373426
10004,11254500
10005,5669171
10006,15713000
10007,5500000
10008,5402275
10009,5617982
10010,6496000
10011,10350000
10012,8347680
10013,12500000
10014,4324000
10015,7221456
10016,4650000
10017,9100000
10018,13500000
10019,10800000
10020,10600000
10021,4550000
10022,8300000
10023,6200000
10024,11300000
10025,3824904
10026,9350000
10027,9500000
10028,2117363
10029,7103019
10030,7400000
10031,5536917
10032,22680650
10033,18500000
10034,8333760
10035,3422309
10036,13830094
10037,12581315
10038,7182963
10039,6300000
10040,4599140
10041,4061390
10042,3772192
10043,3000000
10044,4541680
10045,5700000
10046,4457400
10047,5813760
10048,6900000
10049,11904808
10050,3981590
10051,6651900
10052,7900000
10053,22080290
10054,4352340
10055,5818300
10056,6600000
10057,2000000
10058,12000000
10059,3401974
10060,12981472
10061,11500000
10062,7644000
10063,4500000
10064,3000000
10065,4446400
10066,6500000
10067,6786000
10068,6773451
10069,5409574
10070,2000000
10071,5353530
10072,7400000
10073,5995440
10074,6130500
10075,3410000
10076,4980000
10077,7500000
10078,7600000
10079,5813760
10080,4317866
10081,5903808
10082,4395010
10083,15774750
10084,5780812
10085,6250000
10086,3591000
10087,4800000
10088,6448500
10089,9000000
10090,4301400
10091,7500000
10092,7200000
10093,6900000
10094,19000000
10095,1970308
10096,7500000
10097,4167120
10098,6650000
10099,5244133
10100,17750000
10101,3422309
10102,4355520
10103,6700000
10104,8150000
10105,3500000
10106,5800000
10107,8700000
10108,5717568
10109,12500000
10110,5129600
10111,13850000
10112,3110600
10113,4188272
10114,6900000
10115,1628742
10116,7281225
10117,10625000
10118,7200000
10119,6600000
10120,3690164
10121,7150000
10122,2061954
10123,6208000
10124,3382500
10125,5764128
10126,5800000
10127,3000000
10128,6500000
10129,6500000
10130,1000000
10131,5403870
10132,4641000
10133,5500000
10134,4072582
10135,3673350
10136,5900000
10137,4442400
10138,12153189
10139,4061390
10140,5500000
10141,8900000
10142,6518400
10143,4309670
10144,8950000
10145,4777500
10146,5619060
10147,9809910
10148,2763450
10149,5000000
10150,6966465
10151,5764128
10152,4450000
10153,5347269
10154,5000000
10155,8150000
10156,4053397
10157,5764128
10158,10000000
10159,6200000
10160,3422309
10161,7370384
10162,7682400
10163,8380000
10164,12950000
10165,5150000
10166,9812471
10167,9050000
10168,8754872
10169,4328140
10170,3322200
10171,1500000
10172,4462000
10173,15500000
10174,7993299
10175,7600000
10176,5152000
10177,3000000
10178,40000000
10179,4635582
10180,1000000
10181,11878687
10182,4010000
10183,11400000
10184,14021000
10185,5395417
10186,4462000
10187,8552548
10188,1000000
10189,6498537
10190,8490000
10191,6400000
10192,4550000
10193,5500000
10194,4061390
10195,5897600
10196,5900000
10197,8081131
10198,24020870
10199,10889766
10200,1000000
10201,6990000
10202,5206320
10203,5500000
10204,5014900
10205,6769824
10206,5904600
10207,4575675
10208,12450000
10209,1000000
10210,7900000
10211,18250000
10212,3612400
10213,6000000
10214,4528745
10215,6900000
10216,1000000
10217,4080840
10218,6518400
10219,3555244
10220,6300000
10221,8186710
10222,14750000
10223,9766681
10224,4061390
10225,11150000
10226,7150000
10227,1000000
10228,12300000
10229,3190980
10230,5600000
10231,4342800
10232,7487200
10233,3845973
10234,4400000
10235,4700000
10236,5350000
10237,7150000
10238,6970000
10239,5073100
10240,7000000
10241,1000000
10242,4100000
10243,5500000
10244,3824904
10245,5800000
10246,9000000
10247,14023796
10248,8750000
10249,4400000
10250,5000000
10251,8150000
10252,5100000
10253,9000000
10254,3800000
10255,6056000
10256,6300000
10257,5417262
10258,11100000
10259,3763200
10260,3713560
10261,8000000
10262,29040000
10263,2000000
10264,12400000
10265,2400600
10266,4309670
10267,4595500
10268,2000000
10269,6977600
10270,8550000
10271,8800000
10272,26244908
10273,11450000
10274,8498876
10275,3824904
10276,4352340
10277,12400000
10278,10680000
10279,11800000
10280,7900000
10281,7039096
10282,8500000
10283,3000000
10284,4150585
10285,16250000
10286,6100000
10287,4309670
10288,4000000
10289,8200000
10290,4462240
10291,2000000
10292,7500000
10293,6102430
10294,4061390
10295,44848000
10296,13500000
10297,13194708
10298,12300000
10299,5100000
10300,5600000
10301,3105830
10302,6400000
10303,7100000
10304,5615010
10305,5903808
10306,5764128
10307,8950000
10308,6900000
10309,5000000
10310,6400000
10311,6000000
10312,5700000
10313,5903808
10314,4200000
10315,10500000
10316,4462000
10317,7200000
10318,5700000
10319,8100000
10320,6300000
10321,3824904
10322,3750000
10323,6113085
10324,8000000
10325,13336080
10326,7343044
10327,6550000
10328,6060000
10329,7000000
10330,7011550
10331,6488865
10332,9000000
10333,4900000
10334,5050000
10335,1500000
10336,3683320
10337,5738624
10338,5598493
10339,8110543
10340,5000000
10341,5319312
10342,6000000
10343,7600000
10344,6114430
10345,17516236
10346,6000000
10347,7459537
10348,7350000
10349,12824700
10350,6600000
10351,3911255
10352,8900000
10353,8500000
10354,3671960
10355,2100000
10356,7100000
10357,6000000
10358,3786829
10359,7300000
10360,5600000
10361,10700000
10362,5995440
10363,4061390
10364,5252520
10365,4686500
10366,9000000
10367,6400000
10368,7281225
10369,9250000
10370,6500000
10371,3196725
10372,6316800
10373,7100000
10374,3519000
10375,4210817
10376,11000000
10377,12400000
10378,6500000
10379,3725000
10380,3400000
10381,6650000
10382,8450000
10383,7400000
10384,6200000
10385,13500000
10386,5000000
10387,7750000
10388,5900000
10389,4074000
10390,5391556
10391,5850000
10392,22300000
10393,5824170
10394,7000000
10395,7469462
10396,6090000
10397,7257928
10398,4975000
10399,11000980
10400,9250000
10401,9150000
10402,7300000
10403,5300000
10404,9530900
10405,6400000
10406,3000000
10407,5650000
10408,5700000
10409,7251160
10410,5400000
10411,5500000
10412,5286259
10413,3958570
10414,15000000
10415,2000000
10416,4900000
10417,4500000
10418,8950000
10419,1015000
10420,7332000
10421,8250000
10422,7600000
10423,10300000
10424,12700000
10425,14000000
10426,10100000
10427,5324115
10428,5350000
10429,2000000
10430,6200000
10431,5000000
10432,5000000
10433,1000000
10434,14703000
10435,5300000
10436,5500000
10437,5400000
10438,3445200
10439,7000000
10440,1100000
10441,7900000
10442,13900000
10443,7650000
10444,8850000
10445,4500000
10446,3531750
10447,8500000
10448,7150000
10449,6500000
10450,3095161
10451,4550000
10452,7675120
10453,9700000
10454,7447408
10455,7702570
10456,3280650
10457,5782752
10458,4462000
10459,4669620
10460,3000000
10461,3000000
10462,6000000
10463,1000000
10464,4823412
10465,12975484
10466,7000000
10467,6300000
10468,3783494
10469,8200000
10470,7050075
10471,4451240
10472,5990000
10473,4500000
10474,11500000
10475,12619328
10476,7500000
10477,10165777
10478,9000000
10479,9000000
10480,5903808
10481,12900000
10482,7300000
10483,14600000
10484,2000000
10485,1000000
10486,4600000
10487,5500000
10488,990000
10489,16119181
10490,5200000
10491,4500000
10492,16400000
10493,5900000
10494,8500000
10495,3718300
10496,6000000
10497,9000000
10498,7150000
10499,2000000
10500,7150000
10501,5900000
10502,5903808
10503,5903808
10504,11140800
10505,4061390
10506,5400000
10507,5235870
10508,4121629
10509,6700000
10510,3000000
10511,5031342
10512,4462000
10513,5600000
10514,4125688
10515,5702006
10516,6400000
10517,6500000
10518,9900000
10519,7700000
10520,2000000
10521,6037500
10522,5014900
10523,6624540
10524,6518400
10525,6600000
10526,7150000
10527,5950000
10528,4294675
10529,3763619
10530,8400000
10531,3802940
10532,7000000
10533,4150000
10534,5600000
10535,14173785
10536,10350000
10537,6015600
10538,7750000
10539,1000000
10540,7200000
10541,2832741
10542,2461794
10543,5300000
10544,4231900
10545,4294675
10546,5736798
10547,10000000
10548,5700000
10549,5764128
10550,12700000
10551,4600000
10552,7000000
10553,3000000
10554,19000000
10555,7500000
10556,5819500
10557,5871360
10558,5200000
10559,6049200
10560,9015000
10561,5717568
10562,11800000
10563,4250323
10564,3903740
10565,13750000
10566,4150040
10567,11650000
10568,3422309
10569,6996272
10570,10500000
10571,2430775
10572,6450000
10573,6236270
10574,5050000
10575,2000000
10576,4462000
10577,4074784
10578,18250000
10579,1100000
10580,4750000
10581,4244188
10582,7084686
10583,8500000
10584,4485490
10585,7702570
10586,5634604
10587,9590000
10588,3440000
10589,5319312
10590,4183160
10591,3890000
10592,4056520
10593,4206125
10594,7176060
10595,5900000
10596,15000000
10597,9000000
10598,990000
10599,4462000
10600,6518400
10601,22315422
10602,7212813
10603,5600000
10604,6021270
10605,7550000
10606,3600000
10607,15000000
10608,4019520
10609,13532684
10610,5830000
10611,7013200
10612,5159342
10613,6900000
10614,3580000
10615,7700000
10616,3140893
10617,5903808
10618,9700000
10619,7050000
10620,3822512
10621,9100000
10622,8300000
10623,8700000
10624,7200000
10625,10050000
10626,6051400
10627,7837600
10628,4608360
10629,990000
10630,1000000
10631,8404200
10632,7000000
10633,6200000
10634,5260000
10635,6500000
10636,7000000
10637,6300000
10638,6000000
10639,1000000
10640,4350000
10641,7529400
10642,7011550
10643,5900000
10644,7000000
10645,2562205
10646,5500000
10647,5782752
10648,15300000
10649,2000000
10650,22900000
10651,7725974
10652,4832540
10653,5115198
10654,4700000
10655,8550000
10656,7725974
10657,3792496
10658,7250000
10659,3445200
10660,5000000
10661,3732000
10662,6704137
10663,12100300
10664,4274226
10665,10921680
10666,5934880
10667,5700000
10668,5618265
10669,5445456
10670,3672880
10671,12248455
10672,4403600
10673,7103019
10674,5581796
10675,5765855
10676,6350000
10677,11550000
10678,4064688
10679,4499000
10680,6692335
10681,6091200
10682,6900000
10683,3519000
10684,8772000
10685,1000000
10686,4267000
10687,7150000
10688,5717568
10689,3892700
10690,5014900
10691,21000000
10692,7300000
10693,4946400
10694,30264000
10695,4258400
10696,1200000
10697,5500000
10698,10350000
10699,5903808
10700,10500000
10701,13400000
10702,4750284
10703,12900000
10704,5903808
10705,10400000
10706,6294780
10707,7691495
10708,1000000
10709,5600000
10710,10300000
10711,4723318
10712,1000000
10713,10300000
10714,7300000
10715,17958104
10716,5200000
10717,13400580
10718,6147735
10719,6000000
10720,7300000
10721,8500000
10722,8600000
10723,5650000
10724,4244188
10725,3502000
10726,6300000
10727,7668000
10728,5813760
10729,5859033
10730,6100000
10731,7775000
10732,5335760
10733,5107200
10734,6200000
10735,6000000
10736,5730000
10737,6912577
10738,14500000
10739,6780400
